Performance_ID,Campaign_ID,Date,Impressions,Clicks,Conversions,Revenue,Spend
13356,56,2025-11-14,198785,2672,80,18113.29,1166.97
13357,291,2025-12-16,25776,808,39,10825.02,393.15
13358,139,2025-02-28,51701,1040,37,3972.29,1074.21
13359,85,2024-12-18,61042,1886,75,27896.34,2515.65
13360,149,2024-05-25,138903,3070,101,36735.51,4450.71
13361,86,2024-06-02,102593,9474,1240,425827.6,7118.4
13362,64,2025-09-26,67692,6869,554,102060.05,24491.23
13363,82,2024-11-28,76442,2985,115,32032.57,3285.62
13364,197,2024-04-09,110023,14507,2309,259279.25,27049.82
13365,257,2025-03-12,108989,2965,43,3248.9,3965.87
13366,155,2024-11-25,137951,23388,3930,1165155.9,106655.38
13367,56,2024-11-21,68662,781,26,6665.44,728.96
13368,129,2024-11-01,27461,283,8,588.77,383.14
13369,164,2024-09-04,62981,1592,67,6505.1,3027.41
13370,164,2024-02-01,69318,5051,284,84711.88,13273.74
13371,251,2025-05-15,190035,15517,1443,490704.0,4369.11
13372,86,2024-08-12,21346,2484,167,34851.01,1596.73
13373,195,2024-04-17,152646,11144,641,216181.75,22535.68
13374,279,2024-04-01,129732,11641,992,319379.52,7798.57
13375,158,2025-04-05,85307,3474,36,10533.89,2369.7
13376,126,2025-06-22,97670,2871,129,17520.45,1759.68
13377,289,2024-01-08,42388,5295,817,86955.46,14239.98
13378,241,2025-09-27,57363,3350,341,107950.37,7190.41
13379,220,2024-03-25,46776,1648,17,4353.65,1241.37
13380,114,2025-01-07,76432,8145,888,70593.72,29869.49
13381,128,2024-02-04,44241,1690,96,19811.31,2867.83
13382,162,2025-06-12,77560,3798,129,49059.62,5897.8
13383,15,2025-03-31,187609,22397,2640,408416.73,15724.39
13384,186,2025-05-02,104404,9485,1115,430493.47,2193.26
13385,288,2024-03-05,50875,4466,781,207892.57,19267.25
13386,216,2024-06-08,65612,5144,692,114308.94,9668.02
13387,144,2024-04-15,175579,7596,166,61836.02,4681.84
13388,18,2024-03-16,191716,4409,77,29048.47,5112.76
13389,79,2025-01-24,63882,4157,195,51316.52,9728.89
13390,109,2025-02-25,127636,19590,2417,216414.93,88260.01
13391,24,2024-12-30,161405,7998,259,62288.4,7344.64
13392,122,2025-09-18,32275,1713,85,24708.57,1396.89
13393,208,2025-06-22,148554,11004,1067,410143.01,20359.26
13394,194,2024-09-21,130375,10357,1157,460614.42,4825.7
13395,202,2024-12-13,68985,1175,25,2840.2,1082.78
13396,56,2025-01-31,166400,4907,129,23874.92,5401.38
13397,93,2025-03-31,121230,7846,379,104377.35,17880.83
13398,102,2024-11-24,192914,7907,387,93650.25,13728.31
13399,26,2024-02-04,70051,9951,841,281211.61,20881.45
13400,209,2024-11-06,180258,15671,2431,476819.95,46400.02
13401,94,2024-09-06,16997,958,81,24967.0,222.58
13402,90,2025-12-30,8977,764,98,30671.16,3059.74
13403,13,2024-10-09,198193,19123,2182,521049.5,14506.83
13404,246,2025-03-08,113235,11738,1142,370857.35,38387.78
13405,166,2024-01-28,16331,2933,512,172741.72,5529.95
13406,32,2024-11-06,156145,7745,173,12572.28,7609.55
13407,248,2024-11-30,86481,12627,1344,507733.18,22813.76
13408,282,2024-06-01,195496,15444,1426,91000.36,27238.45
13409,178,2024-05-09,35451,1870,111,21465.73,4043.48
13410,266,2025-12-19,104175,6104,137,29385.28,16277.55
13411,117,2025-06-13,5511,338,23,4928.26,800.85
13412,184,2025-01-18,125446,13031,2075,678704.98,39340.66
13413,93,2024-01-30,58121,2201,146,30201.06,3424.73
13414,17,2024-07-08,183279,16827,1456,152845.4,83637.41
13415,91,2024-02-23,161743,5318,81,17298.88,3212.06
13416,207,2025-08-07,44355,1735,201,69025.26,2839.84
13417,14,2024-11-10,33950,1815,204,20398.99,1783.69
13418,11,2024-11-22,54775,3975,527,64744.8,622.24
13419,8,2024-08-10,114757,4666,299,35431.82,12163.18
13420,161,2024-06-19,179364,10722,1167,109355.6,8086.33
13421,6,2024-05-11,40961,1911,152,32305.26,4297.35
13422,196,2024-09-01,112140,2808,45,17039.85,2155.01
13423,218,2024-10-08,145383,10431,325,115975.22,10334.48
13424,98,2025-07-25,60122,7245,886,148754.37,17456.38
13425,201,2024-04-20,191078,14120,774,124789.63,15873.33
13426,225,2024-06-26,102101,1762,41,12201.28,1954.16
13427,259,2025-05-30,22928,2465,178,65704.45,522.91
13428,238,2025-12-19,17825,1850,149,46885.76,548.54
13429,206,2024-08-01,146568,14359,1480,86115.74,9735.76
13430,236,2025-10-15,184054,8552,695,191359.63,5169.64
13431,120,2025-02-06,180232,13732,1142,438342.1,16247.29
13432,97,2025-09-20,148125,3662,116,44546.94,10224.92
13433,77,2025-05-05,141897,6848,145,45634.95,5822.72
13434,235,2025-05-12,41744,4704,367,30027.25,1432.36
13435,266,2024-06-25,126465,4617,205,49133.4,7183.1
13436,286,2024-09-29,160080,16164,934,217831.76,2347.18
13437,218,2025-08-06,47736,1713,123,46783.15,3536.16
13438,288,2024-08-18,151624,12371,1370,410369.36,50798.9
13439,199,2024-02-21,88560,7842,657,236708.2,2929.55
13440,118,2025-01-12,196120,11093,537,180773.93,19421.64
13441,253,2025-07-21,115413,9875,605,97061.92,17416.86
13442,158,2024-06-20,133423,5395,143,10307.0,5983.83
13443,20,2025-11-27,165922,6927,675,194310.53,14968.56
13444,91,2025-01-05,163848,2053,28,9956.11,1978.57
13445,167,2024-03-13,185233,17611,2555,406315.52,4702.61
13446,46,2025-07-06,55345,4254,308,86868.16,4776.61
13447,208,2024-08-17,99025,17797,2041,471042.75,32699.08
13448,46,2024-10-15,64237,2830,331,52258.36,2582.63
13449,15,2024-05-22,146502,11858,861,173435.92,8028.13
13450,224,2025-05-12,178013,14776,688,34950.56,10598.81
13451,21,2024-12-11,33487,2569,329,129189.44,1260.73
13452,81,2024-11-25,15877,774,38,14390.98,514.26
13453,223,2024-03-08,125859,9289,398,83527.88,21122.69
13454,180,2024-06-22,42903,7524,1289,89089.6,11561.52
13455,27,2024-12-24,98310,8345,862,298353.74,3749.58
13456,16,2024-05-05,107450,5208,176,53352.75,2208.65
13457,102,2024-08-11,35852,2412,157,47495.31,3001.27
13458,96,2025-12-23,189172,2907,76,12107.24,2361.12
13459,165,2024-01-31,96247,1833,31,7606.11,1485.6
13460,28,2024-11-07,36896,2155,119,27459.92,5297.07
13461,52,2024-10-06,66683,2656,88,6281.46,1711.18
13462,226,2024-09-25,97638,6018,399,68682.78,10175.15
13463,153,2024-02-29,163473,15871,1298,231583.41,78185.22
13464,229,2024-03-09,148403,10291,1512,467236.86,34814.53
13465,164,2025-12-30,106345,6979,511,140717.3,13598.09
13466,201,2025-03-28,93842,4733,193,49204.36,9665.47
13467,241,2024-12-20,127467,12012,961,99222.48,12110.44
13468,101,2025-12-15,66834,1351,67,25458.27,3162.94
13469,49,2025-07-16,162704,6985,176,20713.47,5240.19
13470,300,2025-08-21,11752,519,10,2070.87,630.81
13471,106,2024-03-08,11609,814,97,15292.67,1848.68
13472,2,2024-03-15,124987,6207,291,16835.15,14007.85
13473,108,2025-10-06,190220,14350,844,87751.66,10716.27
13474,145,2024-09-05,51505,5650,551,93557.72,1981.19
13475,107,2025-07-23,18993,1201,133,12663.39,2827.66
13476,43,2024-09-21,41476,2200,173,21642.7,5493.91
13477,295,2025-02-20,72157,5021,253,90527.54,3966.01
13478,263,2024-02-07,26249,2049,144,14026.09,3389.87
13479,90,2024-08-17,168825,16186,1672,390539.55,43975.42
13480,205,2024-03-01,67489,4561,225,13678.89,11318.94
13481,190,2024-05-04,48568,4791,438,53259.82,1940.4
13482,14,2025-02-26,74515,6184,559,67924.79,14913.15
13483,114,2024-10-30,69080,9040,1438,302418.37,17283.65
13484,298,2025-09-17,91414,2335,140,19200.97,2793.84
13485,140,2024-02-20,80472,3008,147,52055.44,2805.93
13486,25,2025-05-22,15661,1615,168,62706.59,666.17
13487,107,2024-06-04,42565,3440,217,15200.0,2843.44
13488,245,2025-09-14,64149,4828,315,38738.03,10471.84
13489,217,2024-06-22,126417,10329,635,246125.13,4723.78
13490,115,2024-02-23,155630,7360,163,55115.89,8634.04
13491,28,2025-03-08,165942,5754,197,65576.96,8398.8
13492,278,2024-10-21,126624,9368,775,180374.44,14776.39
13493,286,2024-07-08,178322,18016,1006,364719.9,5674.42
13494,128,2025-01-01,190047,12947,425,27397.09,17416.08
13495,242,2025-08-05,47392,3373,334,28444.01,3697.42
13496,235,2025-03-01,120166,7195,588,117350.61,1833.33
13497,279,2025-09-19,69263,5675,296,117520.59,4165.31
13498,155,2024-04-04,180062,32231,3779,1116119.97,124803.23
13499,36,2024-10-13,82914,4697,229,17947.04,11351.3
13500,213,2025-10-22,128019,13789,1689,516787.1,6844.37
13501,178,2025-09-05,13274,575,28,5716.78,953.33
13502,228,2025-12-14,190367,5799,202,33808.51,11863.02
13503,144,2025-01-03,74925,1864,64,12159.8,2297.65
13504,69,2024-02-18,71860,1253,17,1057.45,1097.11
13505,274,2024-07-29,69602,2721,89,21806.62,3665.07
13506,165,2024-09-27,122870,1998,37,7712.54,2835.48
13507,151,2024-04-03,161521,15405,1303,403302.14,32156.55
13508,126,2024-11-16,136886,1908,88,5519.4,2003.56
13509,221,2024-12-24,91027,4209,210,71588.05,4317.08
13510,11,2025-01-28,194866,20934,2312,701130.71,4517.78
13511,232,2025-07-16,35728,3275,304,94821.98,2763.02
13512,268,2025-10-22,40396,2675,110,33364.76,6345.83
13513,127,2025-03-10,110666,7871,1143,201197.57,5606.82
13514,264,2024-10-12,163349,20215,2859,196303.75,78038.59
13515,199,2024-08-19,72799,4651,629,62514.48,1129.95
13516,102,2024-09-04,166004,6122,311,121564.09,10638.99
13517,1,2025-01-30,10650,1060,58,10700.83,804.82
13518,222,2024-09-30,36622,1698,73,19681.3,1631.11
13519,250,2024-07-29,175515,27978,2769,953923.36,138900.63
13520,123,2024-09-18,138967,5621,64,9091.47,2344.12
13521,152,2025-05-01,122642,14577,1709,191220.17,2266.91
13522,66,2025-02-19,57430,6383,604,106102.1,13676.17
13523,85,2025-12-17,65463,2750,48,10189.58,3931.38
13524,216,2025-11-22,185298,24460,2688,844634.79,74521.66
13525,189,2025-04-12,109424,4277,198,39260.5,4101.61
13526,207,2024-12-26,120475,6770,294,67900.82,8111.03
13527,263,2025-07-14,5562,179,15,4066.69,157.52
13528,51,2024-12-15,183924,7264,275,59994.31,4658.25
13529,95,2025-06-04,90073,3913,355,111864.05,3259.98
13530,291,2024-04-01,193936,7221,189,63202.6,6281.39
13531,134,2025-09-23,42390,4127,233,70138.3,6930.4
13532,236,2025-04-17,187502,14831,653,116986.97,35839.94
13533,47,2024-12-05,190389,10304,951,91440.47,5535.99
13534,99,2024-12-08,13219,749,50,7069.41,917.86
13535,186,2024-07-30,89098,10211,1523,449171.42,6179.67
13536,238,2025-05-21,17436,2052,260,73043.45,638.17
13537,2,2025-08-21,141103,11095,877,331505.04,24787.85
13538,281,2024-02-29,163162,3429,105,13506.16,4988.83
13539,257,2024-07-04,131276,5945,89,20581.32,6020.68
13540,33,2024-06-29,77777,7246,545,59472.56,2618.18
13541,201,2025-07-04,59515,4827,554,69478.68,10072.74
13542,13,2025-08-12,73200,7315,667,211121.92,2821.23
13543,215,2025-08-16,183233,7226,265,66105.65,13637.92
13544,202,2025-09-26,127398,5461,102,36650.16,5206.0
13545,50,2024-08-21,197761,4911,321,75411.06,6740.45
13546,32,2025-02-05,100282,4451,99,26036.27,4965.69
13547,105,2024-03-03,17104,1296,143,7763.64,2779.41
13548,207,2024-10-08,17356,566,35,9392.85,1042.09
13549,56,2024-02-20,95223,3801,157,10727.0,2942.66
13550,232,2025-02-15,141150,10422,1156,129991.13,17530.9
13551,151,2025-06-15,70880,5647,925,323329.96,24055.56
13552,211,2025-11-27,72619,1974,22,5181.38,1159.63
13553,71,2024-07-20,158913,15212,1236,385315.27,11713.07
13554,252,2025-05-13,131716,14755,1943,210736.32,71199.18
13555,225,2024-04-26,6968,186,5,256.23,242.04
13556,77,2025-06-29,54838,2531,88,7110.4,2277.93
13557,61,2024-06-14,181057,14079,763,227035.44,23911.9
13558,39,2025-06-15,19752,1156,136,18626.61,581.78
13559,95,2024-02-23,86486,4898,550,44329.22,10478.97
13560,280,2024-01-15,116660,3612,42,10946.88,5271.25
13561,122,2024-10-16,61711,2520,272,84632.43,4383.17
13562,171,2024-10-13,63649,4772,549,80614.46,20704.65
13563,105,2024-12-24,170806,13250,617,169455.14,6941.22
13564,39,2024-05-24,149332,13574,1100,202821.3,16571.4
13565,223,2024-01-22,77141,3412,160,28055.61,5611.55
13566,117,2024-05-11,83466,8048,616,213503.67,5852.36
13567,191,2024-09-25,38005,4838,615,233417.74,16357.03
13568,136,2024-03-01,56633,1734,132,51962.08,1827.88
13569,130,2025-08-28,48711,1927,207,23241.63,1016.74
13570,101,2025-01-18,30027,996,67,8860.92,1359.33
13571,292,2025-12-14,51736,3106,172,65122.01,8039.73
13572,167,2024-07-18,41051,3186,466,80007.7,1223.22
13573,115,2025-06-01,141032,9809,342,22451.14,16568.22
13574,11,2024-10-30,40977,3315,438,135145.99,2430.44
13575,197,2025-12-01,127859,10671,1548,89005.0,41948.87
13576,154,2025-10-03,175965,16492,2082,364891.17,4424.16
13577,251,2025-07-11,44006,4008,346,37858.21,769.43
13578,29,2025-07-22,133047,12769,1377,422340.1,26312.91
13579,64,2025-06-19,136944,19602,1734,635743.4,92470.72
13580,45,2025-12-04,54907,5933,688,85409.98,1429.33
13581,19,2025-03-29,159684,5738,564,193559.46,12932.91
13582,98,2024-10-12,34149,5184,445,152363.64,22560.28
13583,217,2025-11-23,74079,3835,571,73866.74,1287.3
13584,296,2025-11-30,30570,2194,176,19533.94,1532.86
13585,155,2025-05-25,26491,3380,567,116484.37,12334.83
13586,230,2024-05-03,121414,12478,1250,357181.11,26605.83
13587,88,2024-05-31,53521,5741,785,178667.32,22802.27
13588,34,2024-11-12,182058,8916,362,74985.53,6054.54
13589,172,2024-12-28,163089,7017,125,16076.29,5458.53
13590,96,2025-08-28,135903,3466,82,21078.48,1607.68
13591,18,2024-09-28,22206,792,39,2447.03,1113.61
13592,107,2025-04-29,121383,6294,356,112152.22,11736.64
13593,268,2024-01-14,176748,15494,914,184123.44,16356.24
13594,298,2024-02-23,129824,7804,342,86297.27,7459.65
13595,18,2025-08-07,117570,5352,61,21978.18,7478.69
13596,79,2025-01-25,123668,4331,344,75205.54,2899.74
13597,163,2025-10-15,166652,9355,246,61152.02,14418.37
13598,196,2024-12-08,173515,2924,114,29577.68,2972.9
13599,257,2025-04-04,29422,1409,58,14614.24,1806.73
13600,198,2025-03-20,176995,13974,1033,227950.96,4140.49
13601,113,2024-04-18,25589,826,57,8655.67,2240.66
13602,180,2024-01-13,48156,8378,1394,89819.04,20291.63
13603,70,2024-11-16,92358,9943,1415,346648.24,24408.46
13604,141,2024-11-14,56160,3529,566,188496.17,16063.98
13605,69,2024-02-03,30090,1108,16,6254.16,565.55
13606,282,2024-01-07,127810,21830,3065,331157.27,78955.97
13607,142,2024-04-24,106474,3344,358,32523.02,3049.19
13608,282,2025-05-28,143126,19651,2467,792062.13,89562.36
13609,200,2025-05-04,103761,6623,667,170020.16,6504.76
13610,264,2025-12-17,7140,635,53,8870.38,2536.84
13611,146,2024-10-09,161895,5120,109,14482.22,14287.99
13612,50,2024-05-25,107440,3738,290,115436.76,4790.84
13613,239,2024-09-06,198472,12625,1514,377902.45,40545.03
13614,216,2025-09-05,33251,5837,816,231199.53,16883.84
13615,13,2025-09-13,15586,870,88,34916.7,550.74
13616,66,2025-08-31,192434,18283,3226,937982.53,75528.28
13617,85,2025-11-20,141248,5637,256,38875.26,6518.23
13618,2,2025-08-19,112795,7333,307,87040.05,14858.34
13619,219,2024-05-09,120260,1742,79,22752.19,925.53
13620,18,2024-08-19,133710,4679,190,66358.92,3109.93
13621,116,2024-11-19,10341,647,42,6069.27,561.18
13622,6,2025-12-12,105986,6596,351,58485.02,17339.12
13623,247,2025-01-15,18149,1144,124,17327.53,527.05
13624,161,2024-03-31,185989,13113,1222,249940.19,2116.25
13625,283,2025-10-29,9598,125,5,1642.36,125.29
13626,267,2024-06-05,92267,4401,190,55542.5,5731.39
13627,166,2025-12-02,19086,2894,497,159226.94,9210.35
13628,240,2025-11-23,18653,1481,141,35660.99,2722.56
13629,219,2025-01-27,190825,8443,299,104979.63,8895.45
13630,233,2024-03-03,179469,6938,292,28904.17,4196.72
13631,141,2024-01-26,5636,737,130,13663.25,3440.5
13632,289,2025-02-24,16048,1276,160,43303.77,2061.26
13633,158,2025-09-08,58070,1029,26,5312.33,1031.98
13634,214,2025-06-12,177558,3452,135,20343.98,3106.04
13635,30,2025-06-06,148274,3137,84,23093.1,3014.27
13636,190,2024-11-19,192571,18652,1014,329376.95,7344.21
13637,262,2025-10-10,106558,3286,260,50449.11,3433.63
13638,75,2024-09-03,184306,12831,362,98576.33,23118.17
13639,72,2025-03-06,180349,13005,781,247889.76,21813.24
13640,180,2025-02-24,175236,23286,3928,292809.36,52433.94
13641,226,2025-08-23,100621,4162,293,26643.03,6863.84
13642,243,2025-12-17,44491,1376,57,14363.19,2442.18
13643,2,2024-10-06,115411,7555,266,37863.69,7103.56
13644,76,2024-05-25,139330,10309,1060,276014.15,20035.97
13645,128,2025-05-24,128288,9941,290,38335.35,27470.5
13646,280,2024-12-28,82329,3509,53,5937.12,3935.55
13647,142,2024-12-05,26748,2363,219,15793.42,2010.84
13648,236,2024-10-24,148898,7208,743,248872.91,6188.76
13649,103,2024-10-16,63200,9969,1211,182617.46,44991.5
13650,164,2025-04-10,96716,3372,234,80387.0,4160.57
13651,238,2024-11-15,173665,12455,1076,243008.38,2815.18
13652,213,2024-10-09,115103,5968,766,171714.06,3288.62
13653,184,2024-04-19,185738,20813,3256,774178.17,93594.78
13654,229,2024-10-29,115113,10626,1184,236967.04,29032.42
13655,86,2024-02-07,90097,6614,608,134976.65,4325.65
13656,43,2025-10-25,194863,6650,383,149329.2,11184.46
13657,35,2024-10-07,42404,4757,666,38659.26,3804.03
13658,80,2024-08-19,84182,5079,215,53154.28,9525.48
13659,296,2024-04-13,164030,11745,1292,487940.86,4739.82
13660,172,2025-03-02,27924,1040,42,8802.16,779.51
13661,275,2025-02-07,105194,6313,800,295229.32,29522.98
13662,75,2025-10-06,21664,1168,50,9054.61,2271.64
13663,277,2024-03-08,182258,8943,355,122676.22,5135.76
13664,204,2024-04-09,70752,9971,1456,390185.11,39517.17
13665,139,2025-04-12,97228,4448,124,14305.93,4720.0
13666,98,2025-11-22,74393,10550,963,241162.18,16677.84
13667,273,2025-11-10,170144,12101,789,231605.04,6200.91
13668,149,2025-07-13,37908,738,23,7431.3,747.5
13669,278,2025-01-25,127139,4843,343,116288.15,11842.84
13670,242,2025-09-06,20628,632,28,9714.3,1049.25
13671,123,2024-03-08,7285,262,7,2151.81,326.25
13672,200,2025-06-17,24442,1286,113,41536.25,3138.16
13673,279,2024-12-06,43395,2752,170,53040.79,2184.17
13674,217,2024-12-20,155308,12573,1326,395384.07,8582.05
13675,224,2024-10-17,142452,8081,678,154626.36,10245.38
13676,10,2025-12-07,146365,10610,1380,231278.94,17343.32
13677,101,2025-09-15,122524,4717,184,67095.25,8915.12
13678,216,2024-01-10,120941,18727,3293,1295143.46,45641.6
13679,201,2025-06-01,167262,14063,928,304455.32,31422.24
13680,116,2025-06-26,48840,1959,124,27656.26,2543.0
13681,291,2025-03-04,54618,566,6,799.04,347.55
13682,127,2024-12-18,151102,8273,741,138567.08,4061.34
13683,228,2025-06-28,76503,4171,214,74401.99,11167.69
13684,158,2025-01-13,10237,178,5,1762.22,86.29
13685,288,2025-03-21,140100,20759,2341,192498.82,40786.12
13686,62,2025-07-11,178452,12341,809,169068.8,13033.37
13687,165,2025-12-12,82202,3888,39,9303.96,2371.07
13688,204,2025-07-24,136053,15032,2547,1002421.48,48470.7
13689,180,2025-01-24,7223,1059,129,38023.89,5023.71
13690,268,2024-11-18,101817,6659,669,111393.78,7701.75
13691,140,2025-11-01,142585,2362,47,18713.81,3147.89
13692,117,2025-09-18,79458,3457,399,132938.04,5001.51
13693,203,2024-02-08,54017,1986,107,8964.68,3401.13
13694,15,2024-08-02,197396,15209,2253,806407.9,8742.23
13695,49,2025-01-01,156376,2796,49,7277.19,1682.59
13696,169,2024-08-01,184775,17481,3081,554819.26,39068.31
13697,155,2024-03-18,77052,13363,1918,385599.99,63096.91
13698,283,2024-12-10,103622,3920,169,39107.25,2368.71
13699,235,2024-04-15,65561,7405,703,246077.61,3206.31
13700,160,2024-12-30,27886,1407,199,33391.02,580.27
13701,296,2025-06-15,101163,7794,993,317915.38,5539.58
13702,224,2025-06-06,130744,5702,493,74812.57,4612.82
13703,182,2025-07-13,64131,5059,121,28914.06,12660.25
13704,275,2025-07-21,51669,3956,586,226618.29,17776.88
13705,245,2025-08-18,186178,4711,143,36961.76,5549.56
13706,211,2024-11-21,78347,3483,148,54250.27,4941.08
13707,241,2024-11-13,40754,3851,394,142754.88,6602.91
13708,258,2025-11-22,50376,1020,39,8553.03,1034.22
13709,116,2024-11-30,141180,6206,305,78013.09,9310.76
13710,245,2025-02-14,11862,602,34,6748.07,1441.73
13711,171,2025-05-10,63796,8974,881,90186.59,22238.93
13712,291,2024-05-16,169963,2873,83,7026.98,1611.83
13713,295,2024-04-26,162472,17644,1698,436584.77,5275.27
13714,232,2024-09-12,97065,4178,298,52337.8,7485.37
13715,150,2025-04-14,196407,14742,338,79420.03,43821.52
13716,270,2024-12-11,145008,6385,256,16057.39,3116.42
13717,66,2024-04-13,67007,9856,1738,446346.85,19409.55
13718,283,2025-05-23,86897,2131,95,4855.58,2899.86
13719,203,2025-02-22,36985,1553,59,15179.65,3544.2
13720,43,2025-06-11,106522,4534,120,43045.6,7128.34
13721,95,2025-01-08,115979,6940,391,149183.36,6293.81
13722,203,2024-08-26,182141,5522,311,80647.09,13856.72
13723,91,2025-07-02,69652,3453,146,19316.61,3871.58
13724,189,2025-01-03,77652,2296,74,22457.35,3810.97
13725,261,2025-08-07,41161,4164,516,175217.35,1990.92
13726,239,2025-05-25,118388,12930,2246,897542.47,54257.78
13727,283,2025-06-07,197106,4867,198,23725.2,3591.01
13728,284,2024-03-27,148730,8056,242,93024.89,11835.45
13729,47,2024-12-05,71146,5502,357,91878.91,2086.68
13730,15,2024-07-26,36402,2904,303,78165.83,1574.21
13731,150,2024-06-13,18983,1335,33,2497.02,1612.84
13732,188,2025-10-05,48572,2169,91,19694.47,4385.34
13733,264,2024-09-17,57435,4477,657,197313.59,7643.09
13734,248,2025-04-17,17750,1985,295,92308.26,3239.05
13735,93,2024-10-17,8694,365,29,2653.1,850.17
13736,92,2025-09-20,182343,13432,898,168420.85,18666.2
13737,298,2025-04-04,191514,5451,378,38930.55,7931.34
13738,195,2024-07-18,158791,8517,283,27185.66,7237.01
13739,22,2024-12-15,28796,2972,235,17803.46,1174.83
13740,3,2024-07-31,112585,5271,56,16244.27,3650.36
13741,209,2024-04-26,172019,11275,1282,388937.6,37049.74
13742,269,2024-08-28,83946,4215,369,106306.02,3227.35
13743,250,2025-07-02,165159,21098,2150,453493.34,44099.51
13744,155,2024-04-22,27924,4836,643,206543.34,13590.69
13745,281,2024-01-03,171066,4193,189,56783.14,5112.64
13746,143,2024-07-15,41448,4433,536,77081.59,2057.33
13747,48,2025-11-25,35098,1999,84,6883.57,1282.39
13748,229,2025-06-05,137357,10306,1322,466713.5,16887.21
13749,34,2024-12-18,74876,3475,45,6844.37,4514.09
13750,142,2025-10-02,119691,9624,1068,410902.21,11007.64
13751,236,2025-05-04,65536,3482,279,38221.19,5778.83
13752,78,2025-03-01,196538,13501,1325,302033.18,32889.57
13753,48,2025-06-13,153634,7561,523,91702.56,6026.7
13754,77,2025-10-10,74797,3724,151,38805.12,3033.53
13755,65,2025-11-30,164206,3883,39,5007.04,3289.31
13756,261,2024-09-01,71703,4581,327,28663.14,1939.7
13757,206,2024-01-21,47444,3524,388,77597.14,2354.47
13758,35,2025-01-20,59982,6352,733,262172.49,3332.81
13759,214,2024-12-30,34878,1000,35,12710.4,482.15
13760,265,2024-10-17,21064,891,69,12622.09,1150.2
13761,181,2024-04-05,136192,4997,571,95732.99,9381.86
13762,30,2024-02-20,34678,1622,76,7798.09,4604.83
13763,85,2024-07-28,165728,3224,105,29296.77,3864.95
13764,177,2024-02-12,53799,1961,80,9837.7,5855.0
13765,169,2025-12-22,56009,4224,462,145140.09,14018.59
13766,36,2024-12-21,5918,339,12,1070.94,968.65
13767,132,2024-02-18,46679,1408,52,5976.21,2088.19
13768,165,2024-11-13,139795,5043,232,57657.7,4295.56
13769,174,2025-08-11,155186,8436,1251,109529.09,3409.07
13770,9,2025-04-26,24792,2347,251,91306.0,9718.23
13771,220,2024-08-26,54025,2299,102,30425.18,2650.92
13772,128,2024-01-23,53146,2796,194,57176.53,4243.45
13773,120,2024-01-03,5782,374,31,9194.98,219.25
13774,77,2025-01-12,18001,409,20,4657.64,556.73
13775,221,2024-11-11,158042,9098,470,51890.66,20431.37
13776,78,2025-02-28,59343,2145,214,43248.15,3784.84
13777,182,2025-09-08,96361,7258,195,27211.92,13860.37
13778,8,2024-11-21,63944,4523,216,84353.66,5152.11
13779,238,2024-08-07,105280,12106,1473,173142.71,1617.68
13780,69,2025-05-04,52405,1096,14,4340.14,848.04
13781,176,2025-01-25,158828,13575,778,175219.26,12327.43
13782,95,2025-08-26,127740,6510,704,275859.93,6996.46
13783,20,2024-12-27,144294,13313,1139,113583.3,29282.44
13784,183,2024-11-03,86412,7004,859,70573.39,3628.48
13785,270,2025-06-02,68971,1807,53,14185.49,1786.8
13786,191,2025-03-30,116803,9144,739,98223.11,31662.54
13787,93,2025-06-08,189155,16307,1038,393915.47,30811.16
13788,60,2024-03-25,169601,6959,321,71212.03,3177.19
13789,258,2025-06-29,36282,1255,55,2787.7,1536.99
13790,208,2025-01-15,193161,22239,3374,520851.83,45092.95
13791,15,2025-12-03,116027,13787,2002,259690.2,4729.2
13792,170,2024-06-25,66076,2637,191,62622.47,4387.88
13793,8,2025-09-19,128126,5596,439,137686.6,15130.06
13794,94,2024-06-24,103164,6357,680,225618.15,2106.5
13795,164,2024-03-24,83533,5122,408,35169.82,6634.39
13796,92,2024-01-21,137137,8101,539,134298.56,13032.09
13797,99,2025-04-08,188639,17830,1045,82137.85,40236.91
13798,181,2024-02-15,118102,8423,811,283176.66,15812.28
13799,221,2025-11-06,150785,13988,1253,174096.62,30037.52
13800,82,2025-12-14,152561,4091,171,13090.8,1660.07
13801,118,2024-02-22,196239,14156,578,48325.56,21569.12
13802,216,2024-05-10,18509,2466,297,69293.49,9556.39
13803,109,2024-07-31,107097,17912,2894,334978.23,44282.39
13804,181,2024-10-29,175652,12921,877,120585.83,25092.67
13805,99,2025-01-31,121061,5152,386,76697.0,12583.84
13806,67,2025-01-16,160799,10074,1564,282873.55,20942.25
13807,243,2024-04-08,63188,5905,397,40632.74,11478.32
13808,178,2025-02-15,45798,1975,108,14743.57,2907.71
13809,116,2024-12-08,8471,553,20,3228.54,1219.58
13810,64,2025-10-17,120412,17860,1985,187383.75,38652.41
13811,122,2025-05-25,152528,14559,1284,486886.74,30205.27
13812,243,2025-09-26,19695,1491,145,8937.98,1955.68
13813,288,2024-01-08,98370,15093,2663,566683.43,54224.02
13814,245,2025-07-02,70080,1677,49,16972.23,1704.08
13815,275,2024-12-13,75205,13010,1826,321519.89,24559.29
13816,278,2024-07-24,106807,3607,149,47839.74,7599.59
13817,22,2025-05-14,106976,12461,1302,239122.57,9523.44
13818,32,2025-04-03,71524,2858,87,24138.73,3272.02
13819,188,2024-05-19,96737,7295,732,44551.13,13831.98
