Conversion_ID,Customer_ID,Campaign_ID,Conversion_Date,Revenue
12737,44920,59,2024-05-07,628.61
12738,38921,12,2025-01-30,427.48
12739,35076,228,2024-08-07,114.55
12740,11005,252,2025-01-08,734.7
12741,348,10,2025-02-25,118.84
12742,47040,142,2024-07-25,291.78
12743,20646,227,2024-09-25,369.57
12744,13288,289,2025-09-05,221.78
12745,34385,177,2025-04-01,477.82
12746,30205,146,2025-11-02,188.74
12747,37953,295,2025-12-27,370.58
12748,24698,42,2024-06-22,439.2
12749,34952,31,2024-09-12,198.15
12750,29691,226,2024-08-01,302.04
12751,36191,196,2025-01-21,193.86
12752,44242,117,2025-03-18,252.4
12753,34268,279,2025-09-02,448.71
12754,33651,289,2025-04-04,39.88
12755,5362,250,2024-05-12,398.92
12756,37602,195,2024-02-23,487.79
12757,49586,223,2025-11-26,618.86
12758,44192,170,2025-10-07,443.36
12759,14485,123,2024-02-10,61.69
12760,17385,84,2025-03-30,564.73
12761,2867,8,2025-11-13,847.55
12762,17003,239,2025-03-25,2068.69
12763,32300,168,2025-07-03,1702.51
12764,11760,260,2025-04-24,174.41
12765,9624,126,2024-08-23,373.31
12766,16688,154,2024-02-26,233.08
12767,47064,111,2025-11-29,296.18
12768,35155,33,2024-11-11,339.08
12769,48076,234,2024-06-23,30.22
12770,10202,264,2024-02-13,166.42
12771,40682,195,2025-12-13,476.9
12772,21617,194,2025-05-30,450.56
12773,3530,77,2025-04-20,360.33
12774,40619,300,2024-06-05,115.73
12775,47139,243,2025-08-24,420.17
12776,14612,119,2024-02-05,217.64
12777,12553,239,2024-07-20,167.33
12778,43808,12,2024-01-25,106.18
12779,39597,163,2025-03-24,325.15
12780,33476,174,2025-11-13,42.12
12781,27785,41,2025-08-11,440.25
12782,2972,103,2024-06-18,277.87
12783,16225,260,2024-09-04,177.13
12784,30121,172,2024-12-11,111.16
12785,12582,135,2025-06-26,384.83
12786,15506,62,2024-01-24,202.01
12787,863,75,2024-09-09,221.78
12788,22143,10,2024-03-02,163.25
12789,40513,12,2024-06-22,452.88
12790,44228,177,2025-09-21,395.79
12791,42243,293,2024-12-24,50.59
12792,44371,4,2025-01-13,535.98
12793,38336,19,2025-10-04,913.42
12794,40391,147,2024-08-05,992.88
12795,44229,220,2024-11-17,278.28
12796,25764,268,2025-08-14,263.78
12797,30536,296,2025-10-01,377.38
12798,31758,14,2024-09-29,304.48
12799,44979,285,2025-07-27,405.19
12800,24389,80,2024-07-30,94.77
12801,22666,61,2025-07-16,748.94
12802,42508,20,2024-05-14,436.58
12803,11482,248,2024-05-12,217.77
12804,7394,69,2025-07-22,184.11
12805,18136,195,2025-10-20,225.95
12806,34912,19,2024-09-14,138.64
12807,15042,56,2024-08-07,121.04
12808,9888,218,2024-04-09,318.02
12809,12057,150,2024-09-21,192.95
12810,35557,7,2024-03-02,271.69
12811,35081,187,2025-07-25,687.84
12812,37821,181,2025-01-30,98.7
12813,4831,91,2025-05-26,746.01
12814,31358,121,2025-10-21,263.31
12815,1144,277,2025-05-01,55.42
12816,42604,23,2024-10-25,159.76
12817,1884,118,2024-04-09,438.93
12818,6276,12,2025-02-15,421.55
12819,27132,39,2024-01-10,254.66
12820,1709,157,2025-09-03,438.28
12821,33357,18,2025-07-24,670.09
12822,41833,13,2024-01-31,285.86
12823,2049,111,2025-05-19,184.65
12824,26770,70,2024-03-26,155.2
12825,13711,207,2025-09-03,955.19
12826,7039,76,2025-01-07,481.51
12827,32780,70,2025-12-23,376.72
12828,8942,18,2025-07-27,283.55
12829,3430,79,2024-08-06,500.38
12830,27278,80,2024-10-27,121.21
12831,17624,236,2025-11-20,420.98
12832,17291,187,2024-01-28,417.64
12833,34579,84,2025-05-22,136.39
12834,20915,182,2025-01-06,333.37
12835,35037,181,2025-01-20,162.78
12836,49115,300,2024-05-15,284.46
12837,46026,261,2025-06-30,281.27
12838,12144,167,2024-02-20,994.94
12839,18852,26,2025-07-07,531.63
12840,34918,103,2024-10-17,343.35
12841,30751,82,2025-05-11,68.99
12842,8765,101,2025-03-04,305.91
12843,35395,90,2024-07-06,49.16
12844,1615,243,2024-01-04,258.88
12845,11194,270,2025-09-24,214.42
12846,45573,16,2025-08-08,493.95
12847,7588,251,2025-06-20,369.86
12848,15828,256,2024-06-08,246.27
12849,44685,294,2024-01-06,165.36
12850,27619,280,2024-03-22,244.07
12851,1707,115,2025-02-12,437.3
12852,5069,134,2025-01-30,368.54
12853,20285,212,2025-05-18,529.34
12854,43043,61,2024-02-21,340.88
12855,48707,281,2024-08-08,83.28
12856,10211,97,2024-05-12,433.51
12857,122,56,2024-01-14,253.92
12858,30910,157,2025-04-07,50.7
12859,246,273,2025-08-05,449.61
12860,30005,300,2024-07-24,249.06
12861,15355,14,2025-02-23,369.04
12862,46651,257,2024-08-17,279.14
12863,33075,74,2025-01-01,118.21
12864,15950,31,2025-08-21,434.37
12865,1281,245,2025-12-24,282.19
12866,29319,157,2024-04-23,205.41
12867,49523,273,2025-05-17,84.5
12868,49546,153,2024-01-08,272.03
12869,16264,294,2025-02-05,373.81
12870,13307,145,2025-07-27,250.63
12871,5667,117,2025-09-22,118.82
12872,37028,266,2025-05-31,132.29
12873,6127,243,2025-08-19,470.66
12874,14727,230,2025-11-11,405.54
12875,13519,7,2024-06-21,341.61
12876,43562,178,2024-05-02,717.29
12877,30679,47,2025-01-01,345.02
12878,43221,208,2025-07-11,227.11
12879,26799,111,2024-08-06,281.69
12880,13851,144,2024-10-04,361.0
12881,40342,160,2025-12-27,171.57
12882,33791,261,2025-12-14,234.46
12883,23516,114,2025-05-07,432.14
12884,36515,170,2024-02-12,444.05
12885,38819,134,2025-11-01,168.2
12886,44032,14,2024-03-01,501.37
12887,3109,35,2024-05-29,266.34
12888,48099,162,2024-11-02,456.38
12889,25821,216,2024-09-13,402.46
12890,27859,10,2024-08-02,557.55
12891,30313,205,2025-12-28,292.83
12892,36429,6,2025-05-19,394.15
12893,11849,218,2024-02-07,448.08
12894,34887,281,2025-05-20,132.49
12895,35371,195,2024-03-19,69.42
12896,8395,122,2025-02-03,266.83
12897,30728,5,2025-03-23,468.79
12898,22022,36,2024-11-09,279.93
12899,25992,178,2025-08-16,218.35
12900,18868,8,2025-04-27,97.65
12901,16427,38,2024-12-01,358.89
12902,21515,300,2025-08-10,60.16
12903,9484,164,2024-08-16,580.26
12904,17100,46,2024-03-02,518.27
12905,14711,295,2025-04-23,398.47
12906,15280,20,2025-05-03,189.46
12907,46906,106,2025-10-04,107.89
12908,37389,46,2024-09-01,194.81
12909,34600,101,2024-02-21,496.57
12910,27113,270,2025-10-31,52.55
12911,15471,27,2025-08-26,53.27
12912,9679,232,2025-08-04,379.42
12913,12427,110,2024-04-14,570.29
12914,31462,9,2025-02-17,247.17
12915,36978,38,2024-07-21,370.09
12916,7032,298,2025-10-09,793.74
12917,43341,175,2025-08-05,439.16
12918,36331,177,2025-04-03,151.97
12919,26596,44,2024-04-28,467.49
12920,40588,242,2025-01-06,1794.75
12921,8743,50,2025-06-23,134.96
12922,28060,195,2025-12-24,354.93
12923,46077,112,2024-06-06,221.83
12924,3578,92,2025-05-13,364.09
12925,38628,252,2024-11-18,496.49
12926,1802,76,2025-01-03,613.04
12927,12304,162,2025-03-17,440.99
12928,48554,36,2025-04-14,328.7
12929,41883,176,2025-12-01,222.3
12930,41162,172,2024-09-24,516.5
12931,3797,243,2025-02-09,215.96
12932,47878,93,2025-03-08,353.0
12933,31779,281,2024-07-07,230.43
12934,31281,288,2024-05-29,717.59
12935,26501,211,2025-07-14,300.46
12936,25304,253,2025-10-28,344.73
12937,42939,201,2025-04-05,286.19
12938,637,169,2025-03-04,100.55
12939,14998,206,2024-06-04,340.44
12940,36431,176,2025-05-02,743.03
12941,20415,33,2025-06-14,116.95
12942,26566,242,2025-05-28,433.71
12943,38030,93,2024-11-07,281.16
12944,35162,210,2025-08-03,149.85
12945,48012,60,2024-01-17,397.14
12946,9068,170,2024-07-19,236.2
12947,10771,152,2024-09-30,579.19
12948,14971,38,2024-06-19,301.09
12949,47621,119,2024-04-16,294.37
12950,21768,246,2025-02-24,494.98
12951,3991,295,2025-06-20,26.8
12952,49934,216,2024-03-06,224.78
12953,15820,17,2025-01-13,357.2
12954,47826,276,2024-07-08,398.67
12955,21660,170,2024-01-31,150.6
12956,16327,228,2024-12-01,190.91
12957,12982,70,2024-07-30,467.2
12958,14629,21,2024-06-06,234.25
12959,48477,3,2024-09-03,365.5
12960,3870,17,2025-12-23,538.61
12961,12695,137,2025-10-15,342.74
12962,49604,271,2024-07-11,241.96
12963,603,79,2024-01-19,523.35
12964,4648,147,2025-01-07,169.51
12965,12001,192,2025-01-29,346.21
12966,35251,57,2025-06-15,173.31
12967,11130,213,2025-10-26,781.45
12968,42894,216,2024-09-30,577.63
12969,29672,15,2025-10-23,445.19
12970,18607,250,2025-08-06,148.33
12971,28008,195,2024-10-12,862.26
12972,11056,121,2025-06-15,378.53
12973,680,230,2024-09-04,535.65
12974,23917,245,2024-03-23,69.68
12975,37865,204,2024-02-06,224.31
12976,8992,49,2025-04-04,411.95
12977,6693,41,2024-01-26,298.86
12978,30774,21,2024-09-08,311.0
12979,6146,31,2025-07-06,625.75
12980,25523,64,2025-07-17,308.29
12981,46726,105,2024-06-05,117.69
12982,5156,243,2025-01-07,735.85
12983,32057,46,2024-08-06,97.4
12984,39315,192,2025-09-30,199.71
12985,3131,266,2025-09-29,419.02
12986,40940,22,2024-05-25,606.76
12987,48795,282,2025-04-18,158.71
12988,12980,180,2024-07-28,893.47
12989,39768,232,2025-10-28,399.37
12990,25552,81,2024-09-12,633.29
12991,47759,69,2025-04-06,314.06
12992,10131,174,2024-10-28,917.22
12993,16397,115,2024-03-31,161.03
12994,5822,253,2025-05-23,361.83
12995,12257,272,2025-02-25,124.74
12996,27522,75,2025-07-12,562.64
12997,31380,147,2024-02-27,492.12
12998,15712,77,2025-03-02,462.22
12999,32400,273,2024-03-22,332.08
13000,43712,65,2024-01-10,498.22
13001,2775,253,2024-04-14,55.31
13002,34881,47,2025-05-05,292.69
13003,30654,127,2024-01-04,540.04
13004,15571,132,2024-11-03,474.92
13005,13286,288,2024-12-29,147.85
13006,36575,173,2024-12-03,216.66
13007,37704,289,2025-08-11,595.12
13008,30177,21,2024-12-10,301.61
13009,35420,114,2025-10-12,66.72
13010,33439,235,2025-04-05,199.71
13011,45420,156,2025-02-09,250.16
13012,37798,183,2024-05-19,703.1
13013,47263,136,2024-03-09,310.42
13014,48822,91,2025-10-29,902.03
13015,20252,273,2025-10-14,95.31
13016,8436,152,2024-07-25,226.69
13017,27614,23,2025-02-26,337.31
13018,19707,37,2024-09-19,251.39
13019,32003,84,2024-12-28,531.63
13020,4000,50,2024-02-02,100.52
13021,2899,155,2024-09-15,764.98
13022,48225,67,2024-06-02,2158.16
13023,44651,233,2024-12-27,311.46
13024,43872,167,2024-11-11,476.5
13025,14837,205,2024-06-11,257.2
13026,9498,146,2024-10-22,615.56
13027,17749,209,2024-09-29,143.81
13028,38818,105,2025-12-14,156.29
13029,13374,30,2024-12-05,239.7
13030,23457,212,2025-03-30,114.4
13031,46696,182,2025-03-14,54.41
13032,10900,250,2024-06-05,875.34
13033,48871,144,2025-11-28,308.92
13034,10306,11,2025-04-06,600.59
13035,33185,252,2024-12-18,342.42
13036,2235,36,2025-08-05,423.54
13037,24962,149,2025-01-30,299.75
13038,15556,153,2024-02-07,786.6
13039,48298,132,2024-01-25,320.34
13040,12992,65,2025-11-19,186.4
13041,4714,213,2025-08-22,641.28
13042,18283,269,2024-07-27,280.23
13043,788,190,2024-11-14,450.65
13044,6618,108,2024-10-30,614.74
13045,27003,139,2024-12-05,664.51
13046,40732,110,2025-04-15,99.58
13047,16357,30,2024-03-26,62.71
13048,48798,180,2024-07-18,375.81
13049,4043,234,2025-05-04,291.53
13050,1334,89,2024-06-17,36.88
13051,37708,196,2024-04-21,750.36
13052,4121,298,2024-02-29,416.6
13053,32336,262,2024-04-22,237.15
13054,19178,243,2024-04-02,50.44
13055,44813,137,2024-02-04,334.51
13056,44885,234,2025-02-12,724.45
13057,21786,274,2025-05-14,338.37
13058,46918,129,2024-04-28,267.87
13059,42293,84,2024-04-10,217.05
13060,17443,152,2025-03-09,612.78
13061,33180,190,2024-05-04,414.64
13062,3092,204,2025-08-24,277.45
13063,11638,61,2025-10-25,339.83
13064,37259,293,2024-05-27,404.13
13065,28792,227,2025-01-18,429.68
13066,48556,14,2024-07-29,147.41
13067,49737,24,2025-09-12,355.63
13068,31502,224,2025-09-04,344.36
13069,35153,144,2025-04-16,393.63
13070,25967,263,2025-04-14,30.81
13071,33346,70,2024-08-24,1600.38
13072,33329,297,2024-07-05,266.77
13073,13518,5,2024-09-15,157.41
13074,17914,120,2024-01-24,77.36
13075,12,105,2024-09-20,123.61
13076,7933,243,2024-05-12,288.29
13077,39445,137,2025-10-04,649.87
13078,1347,199,2024-02-05,349.5
13079,41973,107,2024-12-10,106.21
13080,30212,128,2025-02-14,222.88
13081,9005,255,2024-11-14,101.57
13082,20576,180,2025-10-08,558.63
13083,13451,197,2024-06-20,244.02
13084,41591,78,2024-11-05,395.57
13085,1069,135,2024-11-12,113.59
13086,2077,21,2024-10-23,547.82
13087,38994,253,2025-06-17,337.9
13088,26754,277,2025-10-15,356.61
13089,4237,157,2024-07-08,448.14
13090,44360,268,2025-09-11,310.48
13091,17620,67,2024-10-14,55.28
13092,43796,198,2025-05-23,554.0
13093,5462,266,2025-03-22,418.85
13094,15729,239,2025-12-01,268.79
13095,38318,72,2025-11-17,591.79
13096,33481,25,2024-10-21,120.04
13097,2403,294,2025-04-27,394.35
13098,3945,5,2025-04-15,342.86
13099,7289,155,2024-02-11,116.79
13100,44300,19,2024-07-28,551.11
13101,23513,62,2024-05-06,545.59
13102,43204,166,2025-03-08,513.46
13103,10764,216,2024-08-27,197.61
13104,18918,114,2025-09-30,410.37
13105,48997,123,2025-02-09,280.88
13106,31556,85,2024-11-19,459.98
13107,40240,223,2024-12-06,265.12
13108,35853,135,2025-12-19,164.94
13109,39629,151,2025-04-28,297.34
13110,29765,164,2024-12-11,928.71
13111,45844,154,2025-11-06,349.08
13112,3584,251,2024-11-09,454.44
13113,24058,118,2024-12-10,632.31
13114,29905,46,2025-08-12,26.46
13115,31190,176,2025-11-18,389.51
13116,44043,271,2024-08-21,293.7
13117,39214,142,2025-07-12,203.62
13118,24246,295,2025-01-16,340.03
13119,34809,8,2024-11-19,373.56
13120,4961,223,2025-09-06,383.53
13121,41331,242,2025-09-25,890.08
13122,48898,11,2025-02-06,150.55
13123,19945,92,2025-04-08,224.89
13124,38317,134,2025-09-01,497.39
13125,42339,275,2024-07-01,968.56
13126,697,25,2025-01-09,65.83
13127,29631,220,2024-02-17,357.04
13128,36818,204,2025-10-07,731.79
13129,45957,184,2025-10-15,216.72
13130,30603,272,2025-08-25,62.59
13131,39079,294,2025-02-18,643.9
13132,20474,52,2025-01-16,228.64
13133,11397,55,2025-06-21,605.45
13134,39939,200,2025-02-23,358.58
13135,47927,244,2025-08-14,104.48
13136,20258,212,2025-02-05,442.99
13137,8907,44,2025-05-22,305.09
13138,24856,209,2025-06-30,566.98
13139,3962,274,2024-12-22,178.93
13140,14202,259,2024-10-20,448.63
13141,9372,238,2025-01-11,385.12
13142,40071,202,2024-03-23,645.31
13143,27415,205,2024-03-02,621.7
13144,41101,259,2025-06-13,83.64
13145,11579,105,2025-09-14,883.04
13146,44112,247,2024-08-07,89.39
13147,8494,191,2024-07-18,458.23
13148,28440,5,2025-01-28,306.76
13149,30853,238,2024-06-09,249.96
13150,15303,121,2024-05-07,1968.51
13151,17175,237,2025-01-21,287.31
13152,15054,171,2024-09-26,269.24
13153,30479,220,2025-03-31,603.88
13154,2740,215,2025-06-28,481.4
13155,10177,233,2025-04-06,280.39
13156,25256,102,2025-07-29,767.3
13157,45883,235,2024-11-28,296.02
13158,47097,3,2024-08-11,176.82
13159,28999,211,2024-11-04,444.62
13160,49187,143,2024-02-20,77.44
13161,14675,277,2025-09-01,95.07
13162,20074,144,2024-02-10,321.14
13163,29734,56,2025-11-18,442.97
13164,28212,138,2024-04-14,541.06
13165,31790,247,2024-05-18,485.58
13166,32542,281,2025-06-16,144.22
13167,12279,118,2025-01-07,113.18
13168,39794,168,2025-12-01,23.11
13169,10438,217,2024-04-12,87.3
13170,26458,185,2025-03-18,43.88
13171,32673,184,2025-09-08,340.59
13172,14786,167,2024-08-05,375.36
13173,34511,16,2025-03-05,988.47
13174,43626,249,2025-12-11,425.84
13175,11731,88,2025-10-01,24.99
13176,49004,40,2024-05-18,116.54
13177,4677,258,2025-10-31,77.68
13178,5558,53,2024-06-10,83.5
13179,48029,296,2025-12-16,109.98
13180,42536,109,2024-11-06,200.69
13181,41032,147,2025-10-14,752.53
13182,19850,96,2024-05-15,450.6
13183,38948,184,2025-07-01,87.49
13184,29925,273,2024-03-10,335.95
13185,26694,205,2024-12-18,179.55
13186,866,32,2025-07-07,96.26
13187,39684,107,2025-03-22,175.86
13188,40234,231,2025-08-11,497.19
13189,41365,2,2024-08-08,183.42
13190,48339,294,2024-07-29,221.62
13191,24047,158,2025-05-19,354.68
13192,22501,60,2024-08-05,281.94
13193,36004,87,2025-12-11,219.95
13194,46954,222,2025-07-11,457.2
13195,18926,46,2025-09-01,326.3
13196,47966,164,2024-11-04,165.54
13197,45661,181,2024-10-13,279.63
13198,49023,132,2025-06-09,103.88
13199,26136,123,2024-08-23,77.71
13200,42186,204,2025-08-02,276.16
13201,44368,196,2025-01-05,149.81
13202,25270,190,2024-04-19,386.3
13203,2687,114,2025-08-11,468.21
13204,25426,175,2024-04-23,120.73
13205,41331,203,2024-01-24,455.32
13206,32540,61,2024-10-24,103.82
13207,27250,282,2024-01-26,362.26
13208,20135,116,2024-05-27,887.24
13209,163,195,2025-06-27,417.21
13210,17142,79,2024-11-12,378.96
13211,36910,238,2025-09-28,130.42
13212,18581,109,2025-01-10,546.03
13213,5458,268,2025-10-04,32.53
13214,35545,271,2025-11-20,127.23
13215,26513,121,2025-11-19,90.16
13216,13890,199,2024-05-20,274.16
13217,17652,166,2024-05-30,457.88
13218,25477,81,2024-11-23,332.74
13219,34637,293,2024-02-17,175.63
13220,36984,299,2024-02-19,958.56
13221,17645,154,2025-09-29,444.7
13222,30713,256,2025-08-28,53.01
13223,24684,104,2024-12-01,75.51
13224,3503,48,2025-01-26,387.81
13225,16197,174,2025-03-03,322.32
13226,10287,298,2025-07-28,52.22
13227,3427,193,2024-03-09,331.7
13228,16162,127,2024-07-08,149.91
13229,36718,88,2025-07-31,924.45
13230,43357,277,2024-05-11,55.67
13231,16162,299,2024-11-16,250.28
13232,38282,81,2025-08-14,192.55
13233,26931,285,2025-10-19,544.45
13234,33656,36,2025-06-03,32.78
13235,943,193,2025-08-04,272.65
13236,24654,100,2024-11-23,278.06
13237,45743,174,2025-07-08,642.12
13238,37809,144,2024-11-06,381.41
13239,33091,192,2025-05-08,136.97
13240,7283,166,2025-06-15,491.26
13241,33163,138,2024-09-30,356.11
13242,1295,44,2025-08-17,190.53
13243,8210,162,2025-05-10,639.32
13244,3546,274,2025-11-16,555.84
13245,16825,253,2024-12-23,987.26
13246,6607,184,2025-08-03,416.85
13247,30397,218,2024-04-23,344.81
13248,26248,269,2025-10-11,126.07
13249,21835,101,2025-07-18,30.56
13250,46451,242,2024-09-12,446.15
13251,15454,31,2025-07-28,235.78
13252,3854,191,2024-10-12,130.96
13253,13299,93,2024-11-20,488.06
13254,24999,174,2024-06-10,173.61
13255,22449,223,2025-10-18,204.58
13256,6132,255,2024-05-24,188.39
13257,36028,245,2024-02-09,130.83
13258,3740,216,2025-05-25,328.45
13259,17442,177,2024-10-02,534.81
13260,18804,192,2025-08-17,130.19
13261,26621,273,2024-07-10,256.73
13262,1808,235,2024-03-11,849.61
13263,24149,139,2024-08-12,783.52
13264,21831,26,2024-03-14,728.96
13265,25039,270,2024-01-03,173.81
13266,37800,31,2024-10-20,926.86
13267,33043,125,2025-12-19,282.49
13268,48645,174,2025-01-06,256.95
13269,18023,86,2024-02-22,767.38
13270,30473,55,2025-12-17,373.75
13271,25978,95,2024-08-26,192.75
13272,12522,126,2024-11-03,97.46
13273,9875,51,2024-12-03,285.51
13274,43043,232,2024-01-13,261.98
13275,29417,108,2024-09-08,488.86
13276,15046,239,2025-08-20,104.86
13277,5703,239,2025-08-04,138.38
13278,33590,174,2025-12-23,169.2
13279,17559,3,2024-08-01,158.23
13280,40069,13,2024-10-24,52.48
13281,47396,294,2024-03-24,354.57
13282,32816,127,2024-08-21,931.98
13283,4038,25,2025-04-19,499.06
13284,44150,190,2024-09-01,287.18
13285,46175,189,2025-07-18,150.55
13286,21414,224,2025-09-22,262.88
13287,31650,185,2024-09-26,412.81
13288,37373,111,2025-06-15,398.13
13289,47505,195,2025-03-21,461.96
13290,5726,247,2025-02-15,411.25
13291,26655,127,2025-05-06,454.96
13292,15120,138,2024-02-14,305.72
13293,25876,48,2024-09-29,166.22
13294,10328,210,2024-10-20,879.45
13295,27078,20,2024-10-03,331.35
13296,36457,253,2024-10-06,454.68
13297,28872,229,2025-07-05,568.51
13298,15641,278,2024-07-30,517.04
13299,42754,145,2025-05-13,430.54
13300,7563,274,2025-11-15,599.88
13301,23432,157,2024-03-17,106.86
13302,12213,140,2025-02-25,68.07
13303,27401,288,2025-11-23,319.03
13304,33791,56,2024-09-05,526.1
13305,4061,86,2025-09-19,1071.25
13306,38607,139,2024-05-11,1184.21
13307,49258,281,2024-06-08,696.38
13308,3936,236,2024-02-25,701.52
13309,18452,88,2024-10-22,281.43
13310,49056,206,2025-04-08,388.28
13311,31463,105,2025-02-21,257.73
13312,40697,148,2024-09-29,319.26
13313,29143,77,2025-06-26,367.56
13314,46448,300,2025-12-06,163.32
13315,6750,78,2025-01-09,613.03
13316,6825,74,2024-02-16,132.44
13317,14088,271,2025-01-09,318.82
13318,42516,295,2025-09-20,522.36
13319,31811,236,2025-01-04,80.97
13320,46730,146,2025-07-23,208.49
13321,49734,77,2025-08-01,259.06
13322,35068,108,2024-04-03,430.35
13323,16762,88,2024-10-04,146.83
13324,39211,39,2025-01-15,246.43
13325,39567,183,2024-06-23,142.13
13326,28769,243,2024-07-26,710.06
13327,18380,88,2025-04-29,717.06
13328,49428,41,2025-12-14,101.27
13329,18336,280,2024-12-10,416.26
13330,6085,69,2025-11-30,262.15
13331,47323,284,2024-02-11,25.22
13332,11444,81,2024-03-02,199.3
13333,13591,263,2025-09-13,112.47
13334,49247,160,2024-09-23,214.34
13335,45980,293,2025-10-25,250.99
13336,39377,262,2024-05-07,28.07
13337,37402,132,2024-04-30,360.87
13338,38280,36,2024-04-09,334.38
13339,31746,179,2025-11-18,371.24
13340,30456,93,2025-08-05,32.21
13341,2921,161,2024-04-20,53.28
13342,26708,110,2024-03-11,150.67
13343,22539,7,2024-12-16,629.48
13344,12412,136,2025-06-13,571.33
13345,33323,260,2024-12-18,644.97
13346,29948,121,2024-08-23,126.63
13347,18042,287,2025-03-24,152.99
13348,48406,181,2024-02-04,336.75
13349,38805,213,2024-07-18,276.09
13350,8779,199,2024-09-03,294.95
13351,30182,161,2025-08-20,116.96
13352,27734,171,2025-03-29,571.09
13353,7957,258,2024-05-31,573.08
13354,48560,76,2025-09-05,500.39
13355,42190,149,2025-10-21,285.08
13356,35682,280,2024-08-12,1996.02
13357,15892,281,2024-07-12,329.38
13358,27068,288,2025-03-25,38.11
13359,32316,186,2025-09-14,274.82
13360,26219,40,2025-02-15,258.21
13361,5796,247,2025-07-12,603.96
13362,22590,156,2025-04-26,410.08
13363,22548,271,2025-04-17,485.56
13364,49544,39,2024-11-26,1877.38
13365,8065,272,2025-08-19,355.0
13366,41007,52,2024-08-02,342.07
13367,18840,62,2025-06-18,365.11
13368,47553,101,2024-04-13,145.96
13369,33849,8,2025-10-07,126.42
13370,6059,300,2025-10-13,1476.29
13371,44937,190,2024-06-08,352.41
13372,16562,196,2024-05-22,184.17
13373,8524,45,2025-01-04,139.43
13374,29625,233,2025-09-01,210.92
13375,11675,228,2025-01-23,459.58
13376,38126,31,2024-08-22,570.67
13377,31966,113,2024-08-30,469.2
13378,49313,276,2024-09-29,310.92
13379,17001,245,2025-07-18,79.13
13380,31517,48,2024-03-01,384.57
13381,48100,113,2025-07-22,442.73
13382,12037,275,2024-08-31,139.51
13383,16273,100,2025-09-22,33.04
13384,1881,233,2025-11-07,301.59
13385,42984,11,2024-12-01,553.69
13386,960,150,2024-05-21,132.3
13387,42679,144,2024-10-06,388.72
13388,33787,299,2024-01-29,868.27
13389,32342,128,2025-04-25,456.93
13390,10906,282,2025-11-02,150.97
13391,4679,5,2025-01-13,123.92
13392,26817,175,2025-10-26,189.71
13393,39361,121,2025-08-24,282.92
13394,37635,31,2024-08-19,400.4
13395,11666,275,2024-09-26,1216.5
13396,44045,56,2024-09-01,24.78
13397,28674,163,2025-02-27,138.22
13398,4702,53,2025-07-20,474.43
13399,23980,66,2025-04-28,366.54
13400,19278,229,2025-08-16,561.33
13401,19923,73,2024-04-23,29.82
13402,41151,73,2024-02-29,131.15
13403,30171,125,2025-12-12,308.7
13404,19525,291,2024-10-26,43.79
13405,7589,249,2024-01-10,334.59
13406,36085,122,2024-01-04,36.49
13407,7597,70,2024-11-20,449.71
13408,48259,138,2025-09-06,471.77
13409,31984,242,2024-03-17,475.66
13410,17783,125,2024-09-03,442.57
13411,9367,81,2024-12-26,33.95
13412,37205,191,2025-11-24,448.74
13413,12397,170,2025-01-16,422.8
13414,19326,268,2025-10-03,782.72
13415,803,252,2024-05-29,843.89
13416,24829,289,2024-02-12,319.36
13417,22827,206,2024-12-07,847.85
13418,10313,53,2024-03-14,488.87
13419,19486,174,2025-01-23,303.03
13420,11096,272,2025-11-04,549.34
13421,27050,53,2024-10-27,30.31
13422,17503,195,2025-12-04,497.57
13423,3605,254,2024-06-19,77.15
13424,37301,98,2024-06-05,110.88
13425,17344,212,2025-03-29,1401.4
13426,46169,29,2025-09-27,245.59
13427,2898,292,2025-12-10,83.5
13428,13121,78,2025-02-03,21.63
13429,28236,238,2024-05-23,507.62
13430,14430,274,2024-10-20,400.06
13431,30879,201,2024-04-21,415.76
13432,15884,119,2024-08-05,238.55
13433,14120,125,2025-02-21,697.27
13434,13123,96,2024-04-24,282.14
13435,2286,207,2024-06-13,243.69
13436,12480,178,2025-04-18,923.04
13437,36886,221,2024-11-05,491.98
13438,6302,4,2025-04-26,227.6
13439,29236,231,2024-11-15,375.18
13440,29808,145,2025-08-27,324.72
13441,4711,67,2025-08-14,709.33
13442,22004,240,2024-02-09,139.23
13443,34527,42,2024-12-01,421.35
13444,23796,287,2025-12-21,260.01
13445,12973,235,2025-05-24,318.0
13446,31248,220,2025-06-17,461.19
13447,24247,138,2024-08-04,145.94
13448,24068,166,2024-09-05,83.46
13449,35456,52,2024-08-20,809.17
13450,41200,69,2024-12-25,603.93
13451,12078,91,2025-01-31,327.79
13452,7813,21,2024-09-10,603.3
13453,30511,74,2025-09-05,731.64
13454,38817,48,2025-02-01,297.09
13455,41715,138,2024-04-10,277.26
13456,46782,13,2024-04-07,118.89
13457,40349,24,2024-11-22,139.67
13458,31155,145,2025-11-27,345.68
13459,37019,209,2024-02-29,1938.0
13460,42423,34,2024-07-07,157.6
13461,2072,246,2025-11-01,362.42
13462,39236,256,2024-06-02,228.36
13463,342,13,2025-01-04,127.33
13464,41002,272,2024-11-14,271.75
13465,21493,196,2025-03-28,31.64
13466,8035,109,2024-09-28,165.12
13467,45007,120,2025-06-12,781.22
13468,5069,288,2025-06-23,170.93
13469,32275,224,2025-04-24,452.16
13470,13859,61,2024-07-16,72.68
13471,19405,31,2025-12-12,124.44
